Datetime,Condition,Temperature,Wind,Humidity,Visibility
2016-01-03 06:51:00,Clear,1.7,7.4,57,16.1
2016-01-03 07:51:00,Clear,2.2,7.4,55,16.1
2016-01-03 08:51:00,Clear,3.3,16.7,51,16.1
2016-01-03 09:51:00,Clear,3.9,16.7,49,16.1
2016-01-03 10:51:00,Clear,6.1,9.3,40,16.1
2016-01-03 11:51:00,Clear,6.7,18.5,37,16.1
2016-01-03 12:51:00,Clear,6.7,18.5,38,16.1
2016-01-03 13:51:00,Clear,6.7,13,40,16.1
2016-01-03 14:51:00,Mostly Cloudy,5.6,16.7,43,16.1
2016-01-03 15:51:00,Clear,5,14.8,43,16.1
2016-01-03 16:51:00,Overcast,5,18.5,45,16.1
2016-01-03 17:51:00,Mostly Cloudy,5,11.1,45,16.1
2016-01-03 18:51:00,Clear,4.4,14.8,47,16.1
2016-01-03 19:51:00,Clear,3.9,13,50,16.1
2016-01-03 20:51:00,Clear,3.3,16.7,53,16.1
2016-01-03 21:51:00,Clear,2.8,14.8,54,16.1
2016-01-03 22:51:00,Partly Cloudy,2.8,14.8,57,16.1
2016-01-03 23:51:00,Partly Cloudy,2.2,11.1,59,16.1
2016-01-04 00:51:00,Partly Cloudy,2.2,7.4,59,16.1
2016-01-04 01:51:00,Overcast,2.2,9.3,59,16.1
2016-01-04 02:51:00,Overcast,1.7,5.6,52,16.1
2016-01-04 03:51:00,Overcast,1.1,7.4,50,16.1
2016-01-04 04:51:00,Overcast,0.6,14.8,48,16.1
2016-01-04 05:51:00,Partly Cloudy,-0.6,16.7,52,16.1
2016-01-04 06:51:00,Mostly Cloudy,-1.1,18.5,51,16.1
2016-01-04 07:51:00,Overcast,-1.7,11.1,51,16.1
2016-01-04 08:51:00,Overcast,-1.7,11.1,51,16.1
2016-01-04 09:51:00,Partly Cloudy,-2.2,7.4,43,16.1
2016-01-04 10:51:00,Clear,-2.2,18.5,43,16.1
2016-01-04 11:51:00,Clear,-2.2,14.8,38,16.1
2016-01-04 12:51:00,Clear,-1.1,14.8,30,16.1
2016-01-04 13:51:00,Clear,-2.2,7.4,31,16.1
2016-01-04 14:51:00,Clear,-2.2,9.3,30,16.1
2016-01-04 15:51:00,Clear,-3.3,18.5,41,16.1
2016-01-04 16:51:00,Clear,-5,18.5,44,16.1
2016-01-04 17:51:00,Clear,-6.1,20.4,46,16.1
2016-01-04 18:51:00,Clear,-6.7,20.4,44,16.1
2016-01-04 19:51:00,Overcast,-7.2,20.4,47,16.1
2016-01-04 20:51:00,Partly Cloudy,-7.8,16.7,50,16.1
2016-01-04 21:51:00,Clear,-8.3,14.8,47,16.1
2016-01-05 02:51:00,Clear,-11.1,7.4,56,16.1
2016-01-05 03:51:00,Clear,-11.1,11.1,53,16.1
2016-01-05 04:51:00,Clear,-11.1,7.4,51,16.1
2016-01-05 05:51:00,Clear,-11.7,16.7,54,16.1
2016-01-05 06:51:00,Clear,-11.7,16.7,54,16.1
2016-01-05 07:51:00,Clear,-11.1,9.3,53,16.1
2016-01-05 08:51:00,Clear,-10.6,20.4,47,16.1
2016-01-05 09:51:00,Clear,-8.3,20.4,43,16.1
2016-01-05 10:51:00,Clear,-7.2,11.1,36,16.1
2016-01-05 11:51:00,Clear,-5.6,16.7,30,16.1
2016-01-05 12:51:00,Clear,-3.9,11.1,26,16.1
2016-01-05 13:51:00,Clear,-2.8,9.3,24,16.1
2016-01-05 14:51:00,Clear,-2.2,7.4,25,16.1
2016-01-05 15:51:00,Clear,-2.2,0,26,16.1
2016-01-05 16:51:00,Clear,-2.2,0,25,16.1
2016-01-05 17:51:00,Clear,-2.8,0,27,16.1
2016-01-05 18:51:00,Clear,-2.8,0,27,16.1
2016-01-05 19:51:00,Clear,-2.2,0,27,16.1
2016-01-05 20:51:00,Clear,-1.7,5.6,26,16.1
2016-01-05 21:51:00,Clear,-2.2,5.6,30,16.1
2016-01-05 22:51:00,Clear,-2.2,0,30,16.1
2016-01-05 23:51:00,Clear,-2.8,5.6,33,16.1
2016-01-06 00:51:00,Clear,-2.2,5.6,31,16.1
2016-01-06 01:51:00,Clear,-2.8,0,37,16.1
2016-01-06 02:51:00,Clear,-3.3,0,41,16.1
2016-01-06 03:51:00,Clear,-3.3,5.6,44,16.1
2016-01-06 04:51:00,Clear,-3.9,0,51,16.1
2016-01-06 05:51:00,Clear,-3.3,5.6,47,16.1
2016-01-06 06:51:00,Clear,-3.3,0,47,16.1
2016-01-06 07:51:00,Clear,-2.8,0,41,16.1
2016-01-06 08:51:00,Clear,-1.1,5.6,32,16.1
2016-01-06 09:51:00,Clear,-1.1,11.1,32,16.1
2016-01-06 10:51:00,Clear,0.6,11.1,27,16.1
2016-01-06 11:51:00,Clear,2.2,0,23,16.1
2016-01-06 12:51:00,Clear,3.3,0,21,16.1
2016-01-06 13:51:00,Clear,4.4,7.4,19,16.1
2016-01-06 14:51:00,Clear,4.4,7.4,18,16.1
2016-01-06 15:51:00,Clear,3.9,5.6,20,16.1
2016-01-06 16:51:00,Clear,3.3,5.6,23,16.1
2016-01-06 17:51:00,Clear,3.3,13,27,16.1
2016-01-06 18:51:00,Clear,2.8,9.3,25,16.1
2016-01-06 19:51:00,Clear,2.2,11.1,29,16.1
2016-01-06 20:51:00,Clear,2.8,14.8,25,16.1
2016-01-06 21:51:00,Clear,2.2,9.3,27,16.1
2016-01-06 22:51:00,Clear,1.7,9.3,34,16.1
2016-01-06 23:51:00,Clear,1.1,0,31,16.1
2016-01-07 00:51:00,Clear,1.7,11.1,27,16.1
2016-01-07 01:51:00,Clear,1.1,9.3,30,16.1
2016-01-07 02:51:00,Clear,0.6,0,31,16.1
2016-01-07 03:51:00,Clear,0.6,0,32,16.1
2016-01-07 04:51:00,Clear,0,7.4,38,16.1
2016-01-07 05:51:00,Partly Cloudy,0,9.3,37,16.1
2016-01-07 06:51:00,Partly Cloudy,-0.6,5.6,37,16.1
2016-01-07 07:51:00,Clear,0,0,38,16.1
2016-01-07 08:51:00,Mostly Cloudy,1.7,5.6,31,16.1
2016-01-07 09:51:00,Partly Cloudy,3.3,0,25,16.1
2016-01-07 10:51:00,Clear,5.6,5.6,23,16.1
2016-01-07 11:51:00,Mostly Cloudy,5.6,0,25,16.1
2016-01-07 12:51:00,Overcast,6.7,5.6,25,16.1
2016-01-07 13:00:00,Overcast,7.2,5.6,23,16.1
2016-01-07 13:33:00,Mostly Cloudy,7.2,5.6,24,16.1
2016-01-07 13:51:00,Overcast,7.2,0,24,16.1
2016-01-07 14:51:00,Overcast,7.2,0,23,16.1
2016-01-07 15:23:00,Overcast,7.8,0,29,16.1
2016-01-07 15:44:00,Overcast,7.2,0,27,16.1
2016-01-07 15:51:00,Overcast,7.8,0,26,16.1
2016-01-07 16:51:00,Clear,7.2,5.6,34,16.1
2016-01-07 17:51:00,Overcast,7.2,5.6,40,16.1
2016-01-07 18:51:00,Mostly Cloudy,6.7,7.4,35,16.1
2016-01-07 19:51:00,Clear,5.6,0,40,16.1
2016-01-07 20:51:00,Clear,5.6,5.6,40,16.1
2016-01-07 21:51:00,Clear,5.6,5.6,40,16.1
2016-01-07 22:51:00,Clear,3.9,5.6,46,16.1
2016-01-07 23:51:00,Clear,4,5.6,42,16.1
2016-01-08 00:51:00,Clear,3,6.39285714285714,52,16.1
2016-01-08 01:51:00,Mostly Cloudy,3,7.18571428571429,52,16.1
2016-01-08 02:51:00,Mostly Cloudy,3,7.97857142857143,52,16.1
2016-01-08 03:51:00,Clear,2,8.77142857142857,52,16.1
2016-01-08 04:51:00,Mostly Cloudy,2,9.56428571428571,48,16.1
2016-01-08 05:51:00,Clear,2,10.3571428571429,48,16.1
2016-01-08 06:51:00,Clear,2,11.15,56,16.1
2016-01-08 07:51:00,Mostly Cloudy,3,11.9428571428571,60,16.1
2016-01-08 09:51:00,Overcast,4,12.7357142857143,70,16.1
2016-01-08 10:51:00,Overcast,5,13.5285714285714,65,16.1
2016-01-08 11:51:00,Overcast,6,14.3214285714286,87,16.1
2016-01-08 12:51:00,Overcast,6,15.1142857142857,70,16.1
2016-01-08 13:51:00,Overcast,6,15.9071428571429,66,16.1
2016-01-08 14:28:00,Mostly Cloudy,6.1,16.7,62,16.1
2016-01-08 14:51:00,Overcast,6.1,11.1,62,16.1
2016-01-08 15:51:00,Overcast,6.1,9.3,68,16.1
2016-01-08 16:51:00,Overcast,6.7,9.3,65,16.1
2016-01-08 17:28:00,Overcast,6.7,13,65,16.1
2016-01-08 17:48:00,Overcast,7,11.1,66,16.1
2016-01-08 17:51:00,Overcast,6.7,9.3,65,16.1
2016-01-08 18:36:00,Mostly Cloudy,6.7,14.8,60,16.1
2016-01-08 18:51:00,Overcast,6.7,14.8,60,16.1
2016-01-08 19:51:00,Overcast,6.7,11.1,60,16.1
2016-01-08 20:51:00,Overcast,6.7,9.3,60,16.1
2016-01-08 21:10:00,Overcast,6.1,14.8,65,16.1
2016-01-08 21:42:00,Overcast,5.6,16.7,70,16.1
2016-01-08 21:51:00,Overcast,5.6,16.7,70,16.1
2016-01-08 22:51:00,Overcast,5.6,14.8,70,16.1
2016-01-08 23:18:00,Overcast,5.6,16.7,70,16.1
2016-01-08 23:46:00,Overcast,6,16.7,70,16.1
2016-01-08 23:51:00,Overcast,5,18.5,70,16.1
2016-01-09 00:51:00,Overcast,5,14.8,70,16.1
2016-01-09 01:51:00,Mostly Cloudy,5,20.4,73,16.1
2016-01-09 02:51:00,Partly Cloudy,5,13,73,16.1
2016-01-09 03:51:00,Mostly Cloudy,4.4,14.8,77,16.1
2016-01-09 04:51:00,Overcast,5,11.1,76,16.1
2016-01-09 05:51:00,Overcast,5,16.7,76,16.1
2016-01-09 06:51:00,Overcast,5,14.8,79,16.1
2016-01-09 07:38:00,Overcast,5.6,13,79,16.1
2016-01-09 07:51:00,Overcast,5.6,13,79,14.5
2016-01-09 08:51:00,Overcast,5.6,18.5,79,14.5
2016-01-09 09:51:00,Overcast,6.7,14.8,76,14.5
2016-01-09 10:07:00,Overcast,7.2,11.1,74,14.5
2016-01-09 10:16:00,Overcast,6.7,11.1,76,14.5
2016-01-09 10:51:00,Overcast,6.7,14.8,76,14.5
2016-01-09 11:26:00,Overcast,7.8,14.8,71,14.5
2016-01-09 11:51:00,Overcast,7.8,7.4,71,14.5
2016-01-09 12:51:00,Light Rain,7.8,9.3,79,8
2016-01-09 13:51:00,Overcast,7.8,13,79,12.9
2016-01-09 14:00:00,Overcast,7.8,16.7,76,12.9
2016-01-09 14:44:00,Overcast,7.8,18.5,79,12.9
2016-01-09 14:51:00,Overcast,7.8,14.8,76,12.9
2016-01-09 15:51:00,Overcast,7.2,13,80,12.9
2016-01-09 16:51:00,Overcast,7.2,13,82,14.5
2016-01-09 17:51:00,Overcast,7.8,9.3,79,16.1
2016-01-09 18:01:00,Overcast,7.8,9.3,79,14.5
2016-01-09 18:51:00,Overcast,7.8,11.1,79,16.1
2016-01-09 19:26:00,Overcast,8.3,11.1,77,16.1
2016-01-09 19:51:00,Overcast,8.3,16.7,77,16.1
2016-01-09 20:51:00,Overcast,7.8,9.3,79,11.3
2016-01-09 21:51:00,Overcast,7.8,11.1,83,12.9
2016-01-09 22:51:00,Haze,7.8,11.1,83,8
2016-01-09 23:51:00,Overcast,7.8,9.3,86,6.4
2016-01-10 00:51:00,Overcast,7.8,16.7,86,8
2016-01-10 01:51:00,Overcast,7.8,18.5,86,11.3
2016-01-10 02:51:00,Light Rain,7.8,24.1,86,12.9
2016-01-10 03:47:00,Rain,7,18.5,93,4
2016-01-10 03:51:00,Rain,7.2,16.7,90,4.8
2016-01-10 04:12:00,Rain,7.2,14.8,90,4
2016-01-10 04:39:00,Rain,7.2,22.2,90,4.8
2016-01-10 04:41:00,Heavy Rain,7.2,24.1,90,4
2016-01-10 04:51:00,Heavy Rain,7.2,27.8,90,2.4
2016-01-10 05:02:00,Heavy Rain,7.2,27.8,90,2.8
2016-01-10 05:37:00,Light Rain,7.2,29.6,90,4.8
2016-01-10 05:46:00,Heavy Rain,7,14.8,93,2.8
2016-01-10 05:51:00,Rain,7.2,18.5,90,2.8
2016-01-10 06:01:00,Rain,7.2,22.2,90,3.2
2016-01-10 06:29:00,Rain,7.2,22.2,93,4.8
2016-01-10 06:48:00,Heavy Rain,7,16.7,93,3.2
2016-01-10 06:51:00,Heavy Rain,7.8,16.7,89,2.8
2016-01-10 07:51:00,Heavy Rain,8.9,18.5,89,2
2016-01-10 08:13:00,Heavy Rain,9.4,7.4,93,1.2
2016-01-10 08:21:00,Heavy Rain,9.4,7.4,93,1.6
2016-01-10 08:42:00,Light Rain,10,11.1,89,4.8
2016-01-10 08:51:00,Light Rain,10,7.4,96,8
2016-01-10 09:51:00,Overcast,13.9,9.3,93,8
2016-01-10 10:45:00,Light Rain,14,18.5,94,2.8
2016-01-10 10:51:00,Light Rain,13.9,13,93,2.8
2016-01-10 11:05:00,Light Rain,13.9,11.1,93,4.8
2016-01-10 11:31:00,Overcast,13.9,14.8,93,4
2016-01-10 11:51:00,Light Rain,13.9,13,93,4
2016-01-10 12:04:00,Light Rain,13.9,13,93,4
2016-01-10 12:12:00,Light Rain,13.9,9.3,93,2.4
2016-01-10 12:18:00,Light Rain,13.9,11.1,93,4.8
2016-01-10 12:51:00,Overcast,14.4,13,90,6.4
2016-01-10 13:51:00,Overcast,15,11.1,90,11.3
2016-01-10 14:12:00,Overcast,15,11.1,87,11.3
2016-01-10 14:51:00,Overcast,13.9,5.6,89,8
2016-01-10 15:08:00,Overcast,13.9,13,89,8
2016-01-10 15:26:00,Scattered Clouds,13.9,9.3,87,11.3
2016-01-10 15:51:00,Light Rain,13.9,20.4,87,4.8
2016-01-10 16:51:00,Mostly Cloudy,13.9,14.8,62,16.1
2016-01-10 17:51:00,Partly Cloudy,13.3,13,62,16.1
2016-01-10 18:51:00,Clear,12.8,13,57,16.1
2016-01-10 19:51:00,Overcast,11.1,13,57,16.1
2016-01-10 20:51:00,Partly Cloudy,8.3,11.1,52,16.1
2016-01-10 21:51:00,Clear,6.1,24.1,49,16.1
2016-01-10 22:51:00,Scattered Clouds,5,24.1,51,16.1
2016-01-10 23:51:00,Overcast,5,20.4,49,16.1
2016-01-11 00:51:00,Overcast,3.9,11.1,46,16.1
2016-01-11 01:51:00,Overcast,3.9,20.4,43,16.1
2016-01-11 02:51:00,Clear,2.2,20.4,48,16.1
2016-01-11 03:51:00,Partly Cloudy,1.1,14.8,46,16.1
2016-01-11 04:51:00,Clear,0.6,20.4,42,16.1
2016-01-11 05:51:00,Clear,0,20.4,42,16.1
2016-01-11 06:51:00,Clear,-0.6,9.3,50,16.1
2016-01-11 07:51:00,Clear,-1.1,16.7,41,16.1
2016-01-11 08:51:00,Clear,-1.1,20.4,40,16.1
2016-01-11 09:51:00,Clear,-0.6,7.4,37,16.1
2016-01-11 10:51:00,Clear,-0.6,20.4,37,16.1
2016-01-11 11:51:00,Clear,0,18.5,37,16.1
2016-01-11 12:51:00,Clear,0.6,18.5,35,16.1
2016-01-11 13:51:00,Clear,0.6,18.5,32,16.1
2016-01-11 14:51:00,Clear,0.6,14.8,31,16.1
2016-01-11 15:51:00,Clear,0.6,18.5,27,16.1
2016-01-11 16:51:00,Clear,0,16.7,29,16.1
2016-01-11 17:51:00,Clear,-0.6,24.1,31,16.1
2016-01-11 18:51:00,Clear,-1.7,18.5,32,16.1
2016-01-11 19:51:00,Clear,-1.7,18.5,30,16.1
2016-01-11 20:51:00,Clear,-2.2,16.7,31,16.1
2016-01-11 21:51:00,Clear,-2.8,16.7,34,16.1
2016-01-11 22:51:00,Clear,-2.8,13,34,16.1
2016-01-11 23:51:00,Clear,-3.3,11.1,35,16.1
2016-01-12 00:51:00,Clear,-3.9,9.3,39,16.1
2016-01-12 01:51:00,Clear,-3.9,0,37,16.1
2016-01-12 02:51:00,Clear,-3.9,0,39,16.1
2016-01-12 03:51:00,Clear,-3.3,9.3,39,16.1
2016-01-12 04:51:00,Clear,-3.3,7.4,43,16.1
2016-01-12 05:51:00,Clear,-3.3,0,43,16.1
2016-01-12 06:51:00,Clear,-2.8,0,41,16.1
2016-01-12 07:51:00,Mostly Cloudy,-2.2,0,45,16.1
2016-01-12 08:51:00,Clear,-1.7,0,47,16.1
2016-01-12 09:51:00,Clear,0.6,11.1,46,16.1
2016-01-12 10:51:00,Overcast,3.3,0,47,16.1
2016-01-12 11:51:00,Overcast,4.4,9.3,38,16.1
2016-01-12 12:51:00,Overcast,5.6,16.7,38,16.1
2016-01-12 13:51:00,Overcast,6.1,13,38,16.1
2016-01-12 14:51:00,Overcast,6.7,13,32,16.1
2016-01-12 15:51:00,Overcast,6.1,18.5,42,16.1
2016-01-12 16:51:00,Overcast,2.8,14.8,73,16.1
2016-01-12 17:51:00,Mostly Cloudy,2.2,7.4,73,16.1
2016-01-12 18:51:00,Partly Cloudy,2.8,7.4,70,16.1
2016-01-12 19:51:00,Partly Cloudy,3.3,9.3,65,16.1
2016-01-12 20:51:00,Overcast,2.8,11.1,62,16.1
2016-01-12 21:51:00,Mostly Cloudy,0.6,25.9,56,16.1
2016-01-12 22:51:00,Scattered Clouds,0,33.3,56,16.1
2016-01-12 23:51:00,Mostly Cloudy,-1.1,16.7,43,16.1
2016-01-13 00:51:00,Clear,-2.8,24.1,43,16.1
2016-01-13 01:51:00,Clear,-3.3,22.2,43,16.1
2016-01-13 02:51:00,Clear,-3.9,18.5,45,16.1
2016-01-13 03:51:00,Clear,-4.4,20.4,46,16.1
2016-01-13 04:51:00,Clear,-5,22.2,50,16.1
2016-01-13 05:51:00,Clear,-5,16.7,48,16.1
2016-01-13 06:51:00,Clear,-5.6,16.7,53,16.1
2016-01-13 07:51:00,Clear,-5.6,9.3,51,16.1
2016-01-13 08:51:00,Clear,-5,20.4,48,16.1
2016-01-13 09:51:00,Clear,-4.4,16.7,44,16.1
2016-01-13 10:51:00,Partly Cloudy,-3.9,24.1,39,16.1
2016-01-13 11:51:00,Partly Cloudy,-3.3,7.4,35,16.1
2016-01-13 12:51:00,Clear,-2.2,14.8,33,16.1
2016-01-13 13:51:00,Clear,-2.2,22.2,33,16.1
2016-01-13 14:51:00,Clear,-2.2,7.4,33,16.1
2016-01-13 15:51:00,Clear,-2.2,14.8,36,16.1
2016-01-13 16:51:00,Clear,-2.8,14.8,37,16.1
2016-01-13 17:51:00,Clear,-3.3,13,39,16.1
2016-01-13 18:51:00,Clear,-3.9,13,41,16.1
2016-01-13 19:51:00,Clear,-4.4,16.7,40,16.1
2016-01-13 20:51:00,Clear,-4.4,16.7,40,16.1
2016-01-13 21:51:00,Clear,-4.4,14.8,40,16.1
2016-01-13 22:51:00,Partly Cloudy,-5,7.4,44,16.1
2016-01-13 23:51:00,Overcast,-5,0,44,16.1
2016-01-14 00:51:00,Scattered Clouds,-5,9.3,40,16.1
2016-01-14 01:51:00,Overcast,-5.6,5.6,40,16.1
2016-01-14 02:51:00,Overcast,-5,5.6,40,16.1
2016-01-14 03:51:00,Overcast,-5,0,44,16.1
2016-01-14 04:51:00,Overcast,-5,5.6,44,16.1
2016-01-14 05:51:00,Overcast,-4.4,13,51,16.1
2016-01-14 06:51:00,Overcast,-4.4,9.3,57,16.1
2016-01-14 07:51:00,Overcast,-4.4,7.4,53,16.1
2016-01-14 08:51:00,Overcast,-3.3,7.4,44,16.1
2016-01-14 09:51:00,Overcast,-2.8,9.3,41,16.1
2016-01-14 10:51:00,Overcast,-1.7,14.8,40,16.1
2016-01-14 11:51:00,Overcast,-0.6,13,40,16.1
2016-01-14 12:51:00,Overcast,0.6,9.3,42,16.1
2016-01-14 13:51:00,Overcast,1.7,14.8,44,16.1
2016-01-14 14:51:00,Overcast,2.2,13,46,16.1
2016-01-14 15:51:00,Overcast,2.8,13,46,16.1
2016-01-14 16:51:00,Overcast,2.8,13,48,16.1
2016-01-14 17:51:00,Overcast,2.8,5.6,48,16.1
2016-01-14 18:51:00,Overcast,2.8,5.6,48,16.1
2016-01-14 19:51:00,Overcast,3.3,0,47,16.1
2016-01-14 20:51:00,Clear,2.8,5.6,48,16.1
2016-01-14 21:51:00,Mostly Cloudy,2.8,5.6,50,16.1
2016-01-14 22:51:00,Overcast,2.8,5.6,54,16.1
2016-01-14 23:51:00,Mostly Cloudy,2.8,0,52,16.1
2016-01-15 00:51:00,Clear,2.2,5.6,55,16.1
2016-01-15 01:51:00,Clear,2.8,7.4,50,16.1
2016-01-15 02:51:00,Clear,2.2,5.6,59,16.1
2016-01-15 03:51:00,Clear,1.7,7.4,61,16.1
2016-01-15 04:51:00,Partly Cloudy,1.7,7.4,61,16.1
2016-01-15 05:51:00,Overcast,2.8,5.6,59,16.1
2016-01-15 06:51:00,Overcast,2.8,7.4,65,16.1
2016-01-15 07:51:00,Overcast,2.8,5.6,67,12.9
2016-01-15 08:51:00,Partly Cloudy,3.9,7.4,67,11.3
2016-01-15 09:51:00,Clear,5,7.4,65,12.9
2016-01-15 10:51:00,Clear,5.6,7.4,62,12.9
2016-01-15 11:51:00,Clear,7.8,5.6,56,11.3
2016-01-15 12:51:00,Clear,8.9,7.4,58,14.5
2016-01-15 13:51:00,Clear,10.6,11.1,50,16.1
2016-01-15 14:51:00,Clear,10,11.1,57,16.1
2016-01-15 15:51:00,Clear,9.4,11.1,66,16.1
2016-01-15 16:51:00,Clear,9.4,14.8,69,16.1
2016-01-15 17:51:00,Clear,9.4,9.3,66,16.1
2016-01-15 18:51:00,Clear,9.4,11.1,61,16.1
2016-01-15 19:51:00,Clear,9.4,7.4,64,16.1
2016-01-15 20:51:00,Overcast,8.9,9.3,66,16.1
2016-01-15 21:51:00,Mostly Cloudy,7.8,13,79,16.1
2016-01-15 22:51:00,Overcast,7.8,9.3,76,16.1
2016-01-15 23:51:00,Mostly Cloudy,7.8,7.4,79,14.5
2016-01-16 00:51:00,Overcast,7.2,9.3,82,11.3
2016-01-16 01:06:00,Light Rain,6.7,13,89,6.4
2016-01-16 01:48:00,Rain,7,13,81,6.4
2016-01-16 01:51:00,Rain,6.7,14.8,85,4.8
2016-01-16 01:58:00,Rain,6.1,14.8,89,3.2
2016-01-16 02:16:00,Rain,5.6,20.4,89,4
2016-01-16 02:25:00,Rain,5.6,20.4,89,4.8
2016-01-16 02:48:00,Light Rain,6,11.1,87,6.4
2016-01-16 02:51:00,Light Rain,5.6,11.1,89,6.4
2016-01-16 03:51:00,Light Rain,6.1,11.1,86,11.3
2016-01-16 04:51:00,Light Rain,6.1,5.6,86,9.7
2016-01-16 05:51:00,Mostly Cloudy,6.1,5.6,86,16.1
2016-01-16 06:51:00,Light Rain,6.1,13,86,11.3
2016-01-16 07:51:00,Light Rain,6.1,5.6,86,9.7
2016-01-16 08:10:00,Light Rain,6.1,7.4,86,8
2016-01-16 08:17:00,Light Rain,6.1,0,89,9.7
2016-01-16 08:47:00,Overcast,6,0,87,12.9
2016-01-16 08:51:00,Overcast,6.1,7.4,89,12.9
2016-01-16 09:43:00,Overcast,6.7,9.3,82,14.5
2016-01-16 09:51:00,Overcast,6.7,7.4,82,14.5
2016-01-16 10:51:00,Overcast,7.2,13,80,16.1
2016-01-16 11:51:00,Overcast,8.3,14.8,74,16.1
2016-01-16 12:11:00,Scattered Clouds,8.9,16.7,68,16.1
2016-01-16 12:51:00,Partly Cloudy,10,16.7,63,16.1
2016-01-16 13:51:00,Overcast,10,20.4,57,16.1
2016-01-16 14:51:00,Overcast,10.6,9.3,50,16.1
2016-01-16 15:51:00,Overcast,10,13,50,16.1
2016-01-16 16:51:00,Overcast,10,16.7,52,16.1
2016-01-16 17:51:00,Overcast,8.3,11.1,52,16.1
2016-01-16 18:51:00,Overcast,7.8,11.1,54,16.1
2016-01-16 19:51:00,Overcast,7.8,7.4,56,16.1
2016-01-16 20:51:00,Overcast,7.2,11.1,53,16.1
2016-01-16 21:51:00,Scattered Clouds,6.7,7.4,55,16.1
2016-01-16 22:51:00,Overcast,6.1,16.7,58,16.1
2016-01-16 23:51:00,Overcast,5.6,5.6,60,16.1
2016-01-17 00:51:00,Overcast,5.6,9.3,58,16.1
2016-01-17 01:25:00,Overcast,5,18.5,60,16.1
2016-01-17 01:46:00,Overcast,5,11.1,61,16.1
2016-01-17 01:51:00,Overcast,5,13,60,16.1
2016-01-17 02:49:00,Overcast,5,7.4,61,16.1
